variant,timeframe,period,entry_time,exit_time,direction,entry_price,exit_price,gross_pnl_pips,cost_pips,net_pnl_pips,holding_bars,short_window,long_window,entry_delay_bars,exit_reason
baseline_long_short,60m,full_2023_2025,2024-06-13 17:00:00,2024-07-04 10:00:00,long,156.847,161.252,440.5000000000001,1.0,439.5000000000001,353,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2024-07-04 10:00:00,2024-07-09 13:00:00,short,161.252,161.129,12.300000000001887,1.0,11.300000000001887,75,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2024-07-09 13:00:00,2024-07-11 15:00:00,long,161.129,158.554,-257.49999999999886,1.0,-258.49999999999886,50,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2024-07-11 15:00:00,2024-07-16 18:00:00,short,158.554,158.472,8.199999999999363,1.0,7.199999999999363,75,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2024-07-16 18:00:00,2024-07-17 08:00:00,long,158.472,157.07,-140.20000000000152,1.0,-141.20000000000152,14,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2024-07-17 08:00:00,2024-07-19 11:00:00,short,157.07,157.455,-38.50000000000193,1.0,-39.50000000000193,51,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2024-07-19 11:00:00,2024-07-23 00:00:00,long,157.455,156.901,-55.400000000000205,1.0,-56.400000000000205,37,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2024-07-23 00:00:00,2024-07-29 04:00:00,short,156.901,153.517,338.40000000000146,1.0,337.40000000000146,100,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2024-07-29 04:00:00,2024-07-29 05:00:00,long,153.517,153.412,-10.499999999998977,1.0,-11.499999999998977,1,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2024-07-29 05:00:00,2024-07-29 14:00:00,short,153.412,154.174,-76.20000000000005,1.0,-77.20000000000005,9,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2024-07-29 14:00:00,2024-07-31 02:00:00,long,154.174,152.411,-176.30000000000052,1.0,-177.30000000000052,36,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2024-07-31 02:00:00,2024-08-07 09:00:00,short,152.411,147.201,521.0000000000008,1.0,520.0000000000008,127,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2024-08-07 09:00:00,2024-08-12 08:00:00,long,147.201,147.217,1.6000000000019554,1.0,0.6000000000019554,71,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2024-08-12 08:00:00,2024-08-12 10:00:00,short,147.217,147.318,-10.099999999999909,1.0,-11.099999999999909,2,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2024-08-12 10:00:00,2024-08-14 02:00:00,long,147.318,146.867,-45.10000000000218,1.0,-46.10000000000218,40,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2024-08-14 02:00:00,2024-08-15 10:00:00,short,146.867,147.377,-51.00000000000193,1.0,-52.00000000000193,32,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2024-08-15 10:00:00,2024-08-19 05:00:00,long,147.377,146.188,-118.90000000000214,1.0,-119.90000000000214,43,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2024-08-19 05:00:00,2024-08-23 00:00:00,short,146.188,146.208,-2.000000000001023,1.0,-3.000000000001023,91,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2024-08-23 00:00:00,2024-08-23 19:00:00,long,146.208,144.295,-191.3000000000011,1.0,-192.3000000000011,19,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2024-08-23 19:00:00,2024-08-28 19:00:00,short,144.295,144.652,-35.69999999999993,1.0,-36.69999999999993,72,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2024-08-28 19:00:00,2024-09-03 23:00:00,long,144.652,145.332,68.00000000000068,1.0,67.00000000000068,100,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2024-09-03 23:00:00,2024-09-10 02:00:00,short,145.332,143.417,191.4999999999992,1.0,190.4999999999992,99,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2024-09-10 02:00:00,2024-09-10 21:00:00,long,143.417,142.401,-101.59999999999911,1.0,-102.59999999999911,19,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2024-09-10 21:00:00,2024-09-17 19:00:00,short,142.401,141.81,59.10000000000082,1.0,58.10000000000082,118,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2024-09-17 19:00:00,2024-09-25 04:00:00,long,141.81,143.297,148.69999999999948,1.0,147.69999999999948,129,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2024-09-25 04:00:00,2024-09-25 19:00:00,short,143.297,144.681,-138.40000000000146,1.0,-139.40000000000146,15,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2024-09-25 19:00:00,2024-09-27 16:00:00,long,144.681,142.599,-208.2000000000022,1.0,-209.2000000000022,45,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2024-09-27 16:00:00,2024-10-01 09:00:00,short,142.599,143.805,-120.60000000000173,1.0,-121.60000000000173,41,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2024-10-01 09:00:00,2024-10-16 02:00:00,long,143.805,149.026,522.1000000000004,1.0,521.1000000000004,257,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2024-10-16 02:00:00,2024-10-16 19:00:00,short,149.026,149.774,-74.79999999999905,1.0,-75.79999999999905,17,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2024-10-16 19:00:00,2024-10-21 03:00:00,long,149.774,149.221,-55.29999999999973,1.0,-56.29999999999973,56,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2024-10-21 03:00:00,2024-10-21 18:00:00,short,149.221,150.751,-153.0000000000001,1.0,-154.0000000000001,15,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2024-10-21 18:00:00,2024-10-25 09:00:00,long,150.751,151.964,121.29999999999939,1.0,120.29999999999939,87,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2024-10-25 09:00:00,2024-10-27 23:00:00,short,151.964,152.95,-98.599999999999,1.0,-99.599999999999,14,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2024-10-27 23:00:00,2024-10-31 04:00:00,long,152.95,153.05,10.000000000002274,1.0,9.000000000002274,77,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2024-10-31 04:00:00,2024-11-06 06:00:00,short,153.05,153.741,-69.10000000000025,1.0,-70.10000000000025,97,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2024-11-06 06:00:00,2024-11-08 06:00:00,long,153.741,152.801,-94.00000000000261,1.0,-95.00000000000261,48,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2024-11-08 06:00:00,2024-11-11 18:00:00,short,152.801,153.877,-107.60000000000218,1.0,-108.60000000000218,36,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2024-11-11 18:00:00,2024-11-17 22:00:00,long,153.877,154.349,47.199999999998,1.0,46.199999999998,100,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2024-11-17 22:00:00,2024-11-20 10:00:00,short,154.349,155.757,-140.80000000000155,1.0,-141.80000000000155,60,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2024-11-20 10:00:00,2024-11-21 17:00:00,long,155.757,154.652,-110.50000000000182,1.0,-111.50000000000182,31,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2024-11-21 17:00:00,2024-12-04 13:00:00,short,154.652,151.17,348.19999999999993,1.0,347.19999999999993,212,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2024-12-04 13:00:00,2024-12-06 17:00:00,long,151.17,149.79,-137.99999999999955,1.0,-138.99999999999955,52,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2024-12-06 17:00:00,2024-12-09 16:00:00,short,149.79,151.026,-123.60000000000184,1.0,-124.60000000000184,23,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2024-12-09 16:00:00,2024-12-18 04:00:00,long,151.026,153.615,258.89999999999986,1.0,257.89999999999986,156,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2024-12-18 04:00:00,2024-12-18 22:00:00,short,153.615,154.741,-112.60000000000048,1.0,-113.60000000000048,18,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2024-12-18 22:00:00,2024-12-30 20:00:00,long,154.741,157.09,234.89999999999895,1.0,233.89999999999895,176,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2024-12-30 20:00:00,2025-01-03 03:00:00,short,157.09,157.308,-21.79999999999893,1.0,-22.79999999999893,55,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-01-03 03:00:00,2025-01-10 04:00:00,long,157.308,158.234,92.60000000000161,1.0,91.60000000000161,121,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-01-10 04:00:00,2025-01-10 06:00:00,short,158.234,158.411,-17.69999999999925,1.0,-18.69999999999925,2,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-01-10 06:00:00,2025-01-10 18:00:00,long,158.411,157.668,-74.2999999999995,1.0,-75.2999999999995,12,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-01-10 18:00:00,2025-01-14 21:00:00,short,157.668,157.981,-31.299999999998818,1.0,-32.29999999999882,51,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-01-14 21:00:00,2025-01-15 11:00:00,long,157.981,156.789,-119.20000000000073,1.0,-120.20000000000073,14,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-01-15 11:00:00,2025-01-20 10:00:00,short,156.789,156.283,50.60000000000002,1.0,49.60000000000002,71,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-01-20 10:00:00,2025-01-21 03:00:00,long,156.283,155.134,-114.90000000000009,1.0,-115.90000000000009,17,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-01-21 03:00:00,2025-01-22 17:00:00,short,155.134,156.616,-148.20000000000277,1.0,-149.20000000000277,38,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-01-22 17:00:00,2025-01-24 08:00:00,long,156.616,155.382,-123.40000000000089,1.0,-124.40000000000089,39,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-01-24 08:00:00,2025-01-28 19:00:00,short,155.382,155.678,-29.599999999999227,1.0,-30.599999999999227,59,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-01-28 19:00:00,2025-01-29 17:00:00,long,155.678,155.222,-45.599999999998886,1.0,-46.599999999998886,22,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-01-29 17:00:00,2025-02-03 01:00:00,short,155.222,155.698,-47.59999999999991,1.0,-48.59999999999991,56,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-02-03 01:00:00,2025-02-05 01:00:00,long,155.698,153.848,-184.99999999999943,1.0,-185.99999999999943,48,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-02-05 01:00:00,2025-02-10 22:00:00,short,153.848,151.984,186.40000000000043,1.0,185.40000000000043,93,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-02-10 22:00:00,2025-02-11 09:00:00,long,151.984,151.867,-11.700000000001864,1.0,-12.700000000001864,11,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-02-11 09:00:00,2025-02-11 10:00:00,short,151.867,151.944,-7.699999999999818,1.0,-8.699999999999818,1,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-02-11 10:00:00,2025-02-14 05:00:00,long,151.944,152.63,68.6000000000007,1.0,67.6000000000007,67,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-02-14 05:00:00,2025-02-27 18:00:00,short,152.63,149.964,266.5999999999997,1.0,265.5999999999997,229,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-02-27 18:00:00,2025-03-04 06:00:00,long,149.964,149.381,-58.29999999999984,1.0,-59.29999999999984,60,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-03-04 06:00:00,2025-03-12 00:00:00,short,149.381,148.048,133.29999999999984,1.0,132.29999999999984,139,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-03-12 00:00:00,2025-03-20 04:00:00,long,148.048,148.368,31.999999999999318,1.0,30.999999999999318,148,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-03-20 04:00:00,2025-03-21 19:00:00,short,148.368,149.215,-84.70000000000084,1.0,-85.70000000000084,39,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-03-21 19:00:00,2025-03-30 22:00:00,long,149.215,149.628,41.29999999999825,1.0,40.29999999999825,123,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-03-30 22:00:00,2025-04-02 17:00:00,short,149.628,150.191,-56.30000000000166,1.0,-57.30000000000166,67,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-04-02 17:00:00,2025-04-02 23:00:00,long,150.191,148.409,-178.20000000000107,1.0,-179.20000000000107,6,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-04-02 23:00:00,2025-04-07 22:00:00,short,148.409,147.717,69.19999999999789,1.0,68.19999999999789,71,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-04-07 22:00:00,2025-04-09 04:00:00,long,147.717,145.33,-238.70000000000005,1.0,-239.70000000000005,30,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-04-09 04:00:00,2025-04-10 09:00:00,short,145.33,146.309,-97.8999999999985,1.0,-98.8999999999985,29,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-04-10 09:00:00,2025-04-10 15:00:00,long,146.309,144.663,-164.59999999999866,1.0,-165.59999999999866,6,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-04-10 15:00:00,2025-04-23 05:00:00,short,144.663,141.955,270.79999999999984,1.0,269.79999999999984,206,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-04-23 05:00:00,2025-04-28 21:00:00,long,141.955,141.968,1.2999999999976808,1.0,0.2999999999976808,88,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-04-28 21:00:00,2025-05-01 00:00:00,short,141.968,143.018,-105.00000000000114,1.0,-106.00000000000114,51,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-05-01 00:00:00,2025-05-05 16:00:00,long,143.018,143.981,96.29999999999939,1.0,95.29999999999939,64,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-05-05 16:00:00,2025-05-08 05:00:00,short,143.981,143.779,20.199999999999818,1.0,19.199999999999818,61,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-05-08 05:00:00,2025-05-14 14:00:00,long,143.779,145.998,221.8999999999994,1.0,220.8999999999994,105,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-05-14 14:00:00,2025-05-27 14:00:00,short,145.998,144.169,182.89999999999793,1.0,181.89999999999793,216,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-05-27 14:00:00,2025-05-30 04:00:00,long,144.169,143.857,-31.200000000001182,1.0,-32.20000000000118,62,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-05-30 04:00:00,2025-06-04 01:00:00,short,143.857,143.99,-13.300000000000978,1.0,-14.300000000000978,69,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-06-04 01:00:00,2025-06-05 02:00:00,long,143.99,142.922,-106.8000000000012,1.0,-107.8000000000012,25,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-06-05 02:00:00,2025-06-05 21:00:00,short,142.922,143.579,-65.70000000000107,1.0,-66.70000000000107,19,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-06-05 21:00:00,2025-06-12 03:00:00,long,143.579,143.956,37.69999999999811,1.0,36.69999999999811,102,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-06-12 03:00:00,2025-06-16 04:00:00,short,143.956,144.481,-52.50000000000057,1.0,-53.50000000000057,49,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-06-16 04:00:00,2025-06-24 09:00:00,long,144.481,145.094,61.299999999999955,1.0,60.299999999999955,149,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-06-24 09:00:00,2025-07-03 13:00:00,short,145.094,145.002,9.199999999998454,1.0,8.199999999998454,172,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-07-03 13:00:00,2025-07-10 11:00:00,long,145.002,146.121,111.89999999999998,1.0,110.89999999999998,118,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-07-10 11:00:00,2025-07-11 05:00:00,short,146.121,147.08,-95.90000000000032,1.0,-96.90000000000032,18,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-07-11 05:00:00,2025-07-21 03:00:00,long,147.08,148.5,141.99999999999875,1.0,140.99999999999875,142,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-07-21 03:00:00,2025-07-25 03:00:00,short,148.5,147.414,108.60000000000127,1.0,107.60000000000127,96,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-07-25 03:00:00,2025-08-03 23:00:00,long,147.414,147.242,-17.199999999999704,1.0,-18.199999999999704,140,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-08-03 23:00:00,2025-08-08 17:00:00,short,147.242,147.737,-49.500000000000455,1.0,-50.500000000000455,114,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-08-08 17:00:00,2025-08-13 09:00:00,long,147.737,147.265,-47.20000000000084,1.0,-48.20000000000084,64,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-08-13 09:00:00,2025-08-18 09:00:00,short,147.265,147.34,-7.500000000001705,1.0,-8.500000000001705,72,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-08-18 09:00:00,2025-08-20 16:00:00,long,147.34,147.192,-14.799999999999613,1.0,-15.799999999999613,55,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-08-20 16:00:00,2025-08-21 17:00:00,short,147.192,148.283,-109.09999999999798,1.0,-110.09999999999798,25,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-08-21 17:00:00,2025-08-25 01:00:00,long,148.283,147.391,-89.19999999999959,1.0,-90.19999999999959,32,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-08-25 01:00:00,2025-08-27 11:00:00,short,147.391,148.118,-72.70000000000039,1.0,-73.70000000000039,58,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-08-27 11:00:00,2025-08-28 06:00:00,long,148.118,147.126,-99.19999999999902,1.0,-100.19999999999902,19,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-08-28 06:00:00,2025-09-01 22:00:00,short,147.126,147.156,-3.0000000000001137,1.0,-4.000000000000114,64,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-09-01 22:00:00,2025-09-05 11:00:00,long,147.156,148.148,99.19999999999902,1.0,98.19999999999902,85,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-09-05 11:00:00,2025-09-11 08:00:00,short,148.148,147.776,37.19999999999857,1.0,36.19999999999857,93,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-09-11 08:00:00,2025-09-12 07:00:00,long,147.776,147.407,-36.89999999999998,1.0,-37.89999999999998,23,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-09-12 07:00:00,2025-09-12 11:00:00,short,147.407,147.752,-34.499999999999886,1.0,-35.499999999999886,4,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-09-12 11:00:00,2025-09-15 16:00:00,long,147.752,147.273,-47.90000000000134,1.0,-48.90000000000134,29,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-09-15 16:00:00,2025-09-18 11:00:00,short,147.273,147.26,1.300000000000523,1.0,0.30000000000052296,67,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-09-18 11:00:00,2025-09-23 06:00:00,long,147.26,147.801,54.09999999999968,1.0,53.09999999999968,67,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-09-23 06:00:00,2025-09-24 12:00:00,short,147.801,148.501,-70.0000000000017,1.0,-71.0000000000017,30,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-09-24 12:00:00,2025-09-29 12:00:00,long,148.501,148.63,12.899999999999068,1.0,11.899999999999068,72,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-09-29 12:00:00,2025-10-03 15:00:00,short,148.63,147.445,118.50000000000023,1.0,117.50000000000023,99,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-10-03 15:00:00,2025-10-12 21:00:00,long,147.445,151.822,437.70000000000095,1.0,436.70000000000095,126,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-10-12 21:00:00,2025-10-20 16:00:00,short,151.822,150.591,123.09999999999945,1.0,122.09999999999945,139,20,80,0,signal_flip
baseline_long_short,60m,full_2023_2025,2025-10-20 16:00:00,2025-10-28 06:00:00,long,150.591,151.911,131.99999999999932,1.0,130.99999999999932,134,20,80,0,signal_flip
